                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.0943,                 2.9733,                 1.3283,                0.01028,                0.73365,                0.29593,                0.19761,                0.68973,                 3.1092,                  1.061,              5.001e-05,              5.001e-05,              5.001e-05
                      2,                 1.0189,                 2.8551,                 1.2831,                0.01111,                0.76131,                0.35578,                0.24591,                0.68764,                 3.1037,                 1.0611,             5.8928e-05,             5.8928e-05,             5.8928e-05
